attrition_flag,customer_age,total_trans_amt,total_trans_ct,credit_limit,months_inactive_12_mon,contacts_count_12_mon,income_category
Existing Customer,41,7730,97,5357,2,3,40K-60K
Existing Customer,51,7686,89,34516,3,2,80K-120K
Attrited Customer,44,4506,59,2367,3,2,80K-120K
Existing Customer,39,7570,98,23402,2,3,60K-80K
Existing Customer,40,7479,83,4587,1,3,Lessthan40K
Existing Customer,41,7729,97,6565,3,2,120K+
Attrited Customer,46,4983,62,6030,2,3,Unknown
Attrited Customer,50,4830,50,6982,3,3,120K+
Existing Customer,50,7588,98,5128,3,3,Lessthan40K
Attrited Customer,48,4801,47,9405,2,1,60K-80K
Existing Customer,49,7734,74,34516,1,2,80K-120K
Existing Customer,49,8160,92,14646,4,1,120K+
Existing Customer,41,8362,82,12578,3,2,80K-120K
Existing Customer,36,7223,90,4370,2,2,40K-60K
Existing Customer,52,8254,75,3416,3,1,40K-60K
Existing Customer,42,7612,82,6224,2,1,60K-80K
Existing Customer,49,8352,71,10741,3,2,Lessthan40K
Attrited Customer,41,4822,57,34516,3,3,60K-80K
Existing Customer,50,7333,72,34516,2,0,120K+
Attrited Customer,53,4754,60,6058,3,2,40K-60K
Existing Customer,49,7341,79,8561,3,2,80K-120K
Attrited Customer,46,4859,64,9959,3,3,80K-120K
Existing Customer,51,7710,75,7645,1,1,Lessthan40K
Existing Customer,51,8049,76,1922,4,1,60K-80K
Existing Customer,51,7890,75,5625,1,3,Lessthan40K
Existing Customer,54,7735,74,2274,3,3,Lessthan40K
Existing Customer,46,7936,101,34516,2,2,120K+
Attrited Customer,43,4633,58,9422,2,2,40K-60K
Existing Customer,48,8213,86,7469,1,3,Unknown
Existing Customer,43,7930,90,3849,2,2,Lessthan40K
Attrited Customer,41,4734,57,34516,2,1,120K+
Existing Customer,49,7590,74,4778,1,1,80K-120K
Existing Customer,51,7703,104,34516,1,2,Unknown
Existing Customer,47,8211,80,5168,2,3,40K-60K
Attrited Customer,53,4805,59,3199,1,2,Lessthan40K
Existing Customer,55,7653,95,21046,3,2,Unknown
Existing Customer,51,7111,82,34516,3,2,120K+
Existing Customer,40,7919,88,6540,2,2,Lessthan40K
Attrited Customer,60,5043,53,8141,6,2,Lessthan40K
Existing Customer,40,8452,83,33441,1,2,Unknown
Existing Customer,46,7985,93,5496,3,1,Unknown
Existing Customer,42,7872,80,3794,3,1,Lessthan40K
Existing Customer,46,7950,86,5785,1,1,Lessthan40K
Existing Customer,51,7604,87,19387,3,2,Unknown
Existing Customer,43,8644,87,2838,2,1,Unknown
Existing Customer,41,7932,87,4086,2,2,Lessthan40K
Existing Customer,47,7926,83,31987,3,2,80K-120K
Attrited Customer,43,4638,48,9043,2,2,40K-60K
Existing Customer,47,8526,93,11128,2,2,Lessthan40K
Existing Customer,51,7289,75,3062,3,3,40K-60K
Existing Customer,44,7885,86,23981,2,3,40K-60K
Existing Customer,44,7665,86,34516,1,3,80K-120K
Existing Customer,39,8055,82,22054,1,1,40K-60K
Existing Customer,53,7342,86,2199,2,3,Lessthan40K
Existing Customer,45,7825,87,9303,3,3,80K-120K
Existing Customer,47,7283,89,34516,4,3,120K+
Existing Customer,40,7570,88,7566,3,2,40K-60K
Existing Customer,50,8027,94,11343,3,3,Unknown
Existing Customer,47,7724,79,15155,1,1,Unknown
Existing Customer,55,7855,81,10795,1,1,80K-120K
Existing Customer,44,8396,106,6633,1,0,Lessthan40K
Existing Customer,54,7850,94,8572,1,2,Unknown
Existing Customer,40,7635,75,34516,1,1,80K-120K
Existing Customer,50,8186,85,34516,3,3,80K-120K
Attrited Customer,49,5147,53,14895,4,2,60K-80K
Existing Customer,49,7136,82,2636,1,3,Lessthan40K
Existing Customer,39,7041,95,9511,3,1,Lessthan40K
Attrited Customer,43,4935,58,10896,2,2,120K+
Existing Customer,43,7697,98,8401,1,0,Lessthan40K
Existing Customer,45,8113,90,12406,3,2,Unknown
Attrited Customer,47,4885,54,6769,3,3,Unknown
Existing Customer,45,7587,80,2737,1,1,Lessthan40K
Existing Customer,34,7564,76,32292,2,1,Unknown
Existing Customer,52,7512,81,34516,2,2,120K+
Existing Customer,33,8302,81,15987,3,2,Lessthan40K
Attrited Customer,43,4805,54,34516,3,2,60K-80K
Existing Customer,42,8028,77,2437,3,1,40K-60K
Existing Customer,49,7333,91,4557,3,1,80K-120K
Existing Customer,55,7685,91,10949,3,3,40K-60K
Existing Customer,39,7702,81,10398,2,3,Lessthan40K
Existing Customer,40,7586,94,22361,1,2,40K-60K
Existing Customer,46,8444,81,3841,3,2,80K-120K
Existing Customer,46,7594,69,34516,1,3,80K-120K
Attrited Customer,58,4864,48,34516,3,2,120K+
Existing Customer,44,7974,90,10877,3,1,Lessthan40K
Existing Customer,42,8417,95,5848,1,2,40K-60K
Existing Customer,50,7180,96,11552,2,1,60K-80K
Existing Customer,46,7998,82,11901,2,3,80K-120K
Existing Customer,37,7899,79,2273,2,2,80K-120K
Existing Customer,57,7787,89,3082,2,1,Lessthan40K
Existing Customer,52,8427,87,9298,2,2,40K-60K
Existing Customer,62,7739,97,4136,2,3,40K-60K
Existing Customer,45,7855,82,12399,5,1,60K-80K
Existing Customer,57,7603,81,15030,6,1,80K-120K
Existing Customer,44,7123,94,6441,1,3,Lessthan40K
Existing Customer,42,8281,80,7469,4,2,Unknown
Existing Customer,40,7963,85,3569,2,3,Lessthan40K
Existing Customer,47,9331,93,2781,3,3,Lessthan40K
Existing Customer,51,7520,79,34516,5,2,120K+
Existing Customer,45,7905,86,4174,2,3,Lessthan40K
Existing Customer,50,7358,87,23223,2,1,60K-80K
Existing Customer,46,7510,89,6954,2,2,Lessthan40K
Existing Customer,47,7729,86,7136,3,3,Lessthan40K
Existing Customer,43,7714,91,1820,1,1,Lessthan40K
Existing Customer,52,8235,102,2937,2,3,40K-60K
Existing Customer,46,7023,86,6636,3,2,Lessthan40K
Existing Customer,41,7685,92,31497,3,3,60K-80K
Attrited Customer,52,4863,56,34516,3,1,120K+
Existing Customer,52,7847,65,1959,3,3,Lessthan40K
Attrited Customer,51,4810,55,34516,2,2,80K-120K
Existing Customer,49,7561,91,7801,1,3,60K-80K
Existing Customer,55,8001,99,6455,2,3,120K+
Existing Customer,46,8313,107,11343,2,2,40K-60K
Attrited Customer,43,4758,65,23981,3,4,40K-60K
Attrited Customer,46,4684,56,2879,3,5,Lessthan40K
Existing Customer,49,7886,94,7667,3,2,80K-120K
Existing Customer,41,8202,88,34516,2,1,120K+
Existing Customer,37,7946,85,6713,2,3,80K-120K
Existing Customer,51,7850,85,10984,3,1,120K+
Existing Customer,50,8087,86,34516,3,2,120K+
Existing Customer,57,7009,82,23058,1,3,60K-80K
Existing Customer,40,8104,83,17606,2,2,120K+
Existing Customer,52,7690,87,34516,1,1,120K+
Existing Customer,45,7149,86,18000,2,2,40K-60K
Existing Customer,48,6984,85,5550,2,2,Lessthan40K
Existing Customer,39,7400,86,1621,1,2,Lessthan40K
Existing Customer,49,7495,97,3244,1,2,Lessthan40K
Existing Customer,45,8202,89,5800,2,3,40K-60K
Existing Customer,43,8063,72,2550,2,1,Lessthan40K
Existing Customer,45,7167,91,34516,1,3,60K-80K
Attrited Customer,38,4619,59,10874,3,3,120K+
Attrited Customer,54,4738,53,13769,2,2,80K-120K
Attrited Customer,39,4691,63,17894,2,3,40K-60K
Existing Customer,49,7685,84,15016,2,2,Lessthan40K
Existing Customer,45,8356,79,9036,1,3,120K+
Existing Customer,54,7803,81,12813,2,3,80K-120K
Existing Customer,40,8571,84,4660,1,1,Lessthan40K
Existing Customer,49,8095,81,34516,2,2,60K-80K
Attrited Customer,48,4890,49,13174,2,2,80K-120K
Existing Customer,43,7206,86,11210,1,2,Unknown
Existing Customer,42,7119,86,31639,2,3,120K+
Existing Customer,49,7788,94,34516,1,1,120K+
Existing Customer,43,7360,82,34516,1,3,120K+
Existing Customer,44,8065,88,2490,1,3,Lessthan40K
Existing Customer,45,8029,81,26438,2,3,80K-120K
Existing Customer,38,7525,100,7504,3,3,Lessthan40K
Existing Customer,44,7412,84,34516,2,3,120K+
Existing Customer,45,7281,95,34516,2,1,120K+
Existing Customer,51,7592,96,15048,3,2,Unknown
Existing Customer,41,7971,84,9357,2,1,80K-120K
Existing Customer,51,7781,72,11548,3,3,60K-80K
Existing Customer,56,8066,79,8767,2,3,Lessthan40K
Existing Customer,42,7437,94,5306,3,1,40K-60K
Attrited Customer,52,4907,53,3608,3,3,Unknown
Existing Customer,49,7395,100,15987,3,1,Lessthan40K
Attrited Customer,50,4800,53,31782,1,2,120K+
Existing Customer,42,7168,88,34516,1,1,120K+
Existing Customer,45,8987,89,19107,1,3,40K-60K
Existing Customer,50,7223,87,34516,1,3,80K-120K
Existing Customer,41,8332,102,21751,2,2,80K-120K
Existing Customer,44,7677,87,7926,2,1,Lessthan40K
Attrited Customer,51,4615,49,34516,3,3,120K+
Existing Customer,48,8147,81,27984,2,3,80K-120K
Existing Customer,40,7667,84,24499,3,2,60K-80K
Existing Customer,49,8618,98,2221,1,3,80K-120K
Existing Customer,43,7916,82,5858,2,2,80K-120K
Existing Customer,51,7481,96,27318,3,2,80K-120K
Existing Customer,44,7605,101,9766,3,2,Unknown
Existing Customer,59,8780,86,26692,2,2,60K-80K
Existing Customer,49,7711,80,34516,3,1,60K-80K
Existing Customer,38,7385,90,14938,2,1,120K+
Existing Customer,52,7796,97,33256,5,1,80K-120K
Existing Customer,49,7962,99,34516,2,2,120K+
Existing Customer,47,7823,93,5791,6,3,40K-60K
Existing Customer,51,7558,85,2319,1,2,Unknown
Existing Customer,46,8056,95,17698,3,2,80K-120K
Existing Customer,52,7707,99,34516,1,2,80K-120K
Existing Customer,57,7544,101,6482,2,3,Lessthan40K
Attrited Customer,40,4803,65,18975,3,6,60K-80K
Existing Customer,44,8450,90,34516,3,3,60K-80K
Existing Customer,47,8042,85,2479,2,2,40K-60K
Existing Customer,41,7631,91,4941,1,1,Lessthan40K
Existing Customer,42,7485,90,34516,1,2,60K-80K
Existing Customer,44,7736,84,8230,2,1,Unknown
Existing Customer,44,8753,97,22226,1,2,40K-60K
Existing Customer,47,7432,90,28852,3,2,120K+
Attrited Customer,36,4782,50,6893,3,3,40K-60K
Existing Customer,45,7508,93,7653,2,3,60K-80K
Existing Customer,50,7969,93,26840,2,2,80K-120K
Existing Customer,41,8642,85,4549,2,1,60K-80K
Attrited Customer,55,4939,63,16828,3,2,120K+
Existing Customer,45,8904,101,6530,2,1,40K-60K
Existing Customer,40,9137,92,11642,1,2,40K-60K
Existing Customer,43,7739,106,5390,2,2,80K-120K
Existing Customer,49,7678,93,7037,1,1,Lessthan40K
Existing Customer,47,8316,92,8390,1,2,Lessthan40K
Existing Customer,49,7404,103,2122,1,1,60K-80K
Existing Customer,43,7801,74,3442,1,1,40K-60K
Existing Customer,44,7632,95,6680,3,3,Lessthan40K
Existing Customer,42,8657,98,34516,2,3,Unknown
Existing Customer,44,7925,90,7244,2,3,40K-60K
Existing Customer,52,7745,82,34516,3,1,80K-120K
Attrited Customer,42,4659,48,2476,2,2,60K-80K
Existing Customer,40,8426,102,2019,1,3,Lessthan40K
Existing Customer,54,7680,89,8758,2,1,Lessthan40K
Existing Customer,62,8080,92,6103,3,3,60K-80K
Existing Customer,52,8215,109,2166,1,2,Lessthan40K
Existing Customer,50,8300,94,3449,1,1,Lessthan40K
Existing Customer,51,8296,91,2984,3,2,Lessthan40K
Attrited Customer,54,4909,50,13432,5,2,Lessthan40K
Existing Customer,39,8814,88,10830,1,3,40K-60K
Attrited Customer,50,4929,54,2673,3,4,80K-120K
Existing Customer,46,7552,87,34516,2,2,120K+
Existing Customer,45,7570,91,20633,2,1,60K-80K
Existing Customer,61,8440,102,9070,1,3,Unknown
Existing Customer,51,7345,93,11954,2,3,120K+
Existing Customer,50,7755,84,34516,1,3,80K-120K
Attrited Customer,48,4520,63,4479,3,3,80K-120K
Existing Customer,50,12535,118,3968,1,3,Lessthan40K
Existing Customer,58,8061,98,2599,2,2,Unknown
Existing Customer,46,8256,99,10074,3,1,60K-80K
Existing Customer,46,7498,90,10901,2,1,40K-60K
Existing Customer,42,8198,90,8325,3,3,Lessthan40K
Existing Customer,38,8872,86,34516,2,3,80K-120K
Existing Customer,40,6453,89,34516,2,1,120K+
Existing Customer,43,8689,93,7196,1,3,80K-120K
Existing Customer,48,7396,100,34516,6,1,60K-80K
Existing Customer,38,8871,97,34516,1,3,80K-120K
Existing Customer,46,8231,98,32926,1,3,120K+
Existing Customer,44,8199,98,18072,1,2,40K-60K
Existing Customer,50,8436,77,24533,3,1,80K-120K
Existing Customer,39,7776,98,4874,1,3,40K-60K
Existing Customer,50,8272,79,12889,2,3,60K-80K
Existing Customer,41,7768,92,7531,3,1,Lessthan40K
Existing Customer,49,7688,93,1838,6,1,Lessthan40K
Existing Customer,42,7930,91,30117,1,2,80K-120K
Existing Customer,46,7432,92,5131,1,1,60K-80K
Existing Customer,44,7640,87,34516,3,3,80K-120K
Existing Customer,53,8241,105,24262,1,2,80K-120K
Existing Customer,51,7854,89,34516,3,1,80K-120K
Attrited Customer,38,5070,50,7385,2,6,Lessthan40K
Existing Customer,50,8503,88,20708,2,2,60K-80K
Attrited Customer,47,4729,54,14057,3,1,Lessthan40K
Existing Customer,38,9389,106,34516,1,2,80K-120K
Existing Customer,45,8591,99,17072,5,1,60K-80K
Existing Customer,52,7722,94,25737,3,3,80K-120K
Existing Customer,44,7527,88,2211,3,1,Lessthan40K
Existing Customer,35,7821,97,16950,1,2,Unknown
Existing Customer,44,7234,83,15043,1,3,60K-80K
Attrited Customer,40,4983,40,29338,2,2,80K-120K
Existing Customer,57,7794,94,25808,3,2,120K+
Existing Customer,43,7739,101,2248,3,2,Lessthan40K
Existing Customer,45,8608,100,3670,2,1,40K-60K
Existing Customer,44,8387,102,8861,2,3,Lessthan40K
Existing Customer,47,8212,100,34516,3,1,120K+
Existing Customer,50,6950,84,8014,3,1,60K-80K
Existing Customer,44,8268,73,2771,1,1,Lessthan40K
Existing Customer,51,8652,98,34516,1,2,120K+
Attrited Customer,45,5460,63,8383,4,2,Unknown
Existing Customer,44,7890,91,15365,3,3,Lessthan40K
Attrited Customer,48,4955,56,2913,3,2,Lessthan40K
Existing Customer,40,7288,88,4748,2,1,Lessthan40K
Existing Customer,50,7745,83,34516,2,3,80K-120K
Existing Customer,38,8677,96,2609,3,3,Lessthan40K
Attrited Customer,43,5242,74,11508,3,1,40K-60K
Existing Customer,45,7480,84,2396,2,1,Lessthan40K
Existing Customer,49,7716,83,18991,3,1,120K+
Attrited Customer,44,4883,42,10908,3,2,80K-120K
Existing Customer,53,7766,82,14627,2,2,40K-60K
Existing Customer,46,8686,91,2219,2,2,40K-60K
Existing Customer,56,7209,91,25736,3,1,80K-120K
Existing Customer,63,7747,104,7997,3,1,60K-80K
Existing Customer,40,8669,99,2849,2,3,40K-60K
Existing Customer,45,8420,100,29227,2,0,80K-120K
Existing Customer,52,8604,108,34516,2,2,120K+
Existing Customer,50,8752,95,12458,3,1,40K-60K
Attrited Customer,62,5294,73,7547,3,3,60K-80K
Attrited Customer,44,5425,60,34516,3,3,120K+
Existing Customer,45,8637,94,10677,5,2,Lessthan40K
Existing Customer,53,8851,88,2340,3,2,80K-120K
Existing Customer,38,7872,103,23981,2,1,40K-60K
Existing Customer,44,8514,109,6329,3,1,40K-60K
Existing Customer,42,8218,88,4960,3,3,40K-60K
Existing Customer,44,7491,86,34516,2,3,60K-80K
Existing Customer,55,7345,98,15987,3,3,Lessthan40K
Existing Customer,52,8087,95,3244,2,1,Lessthan40K
Existing Customer,48,7973,88,7298,2,3,60K-80K
Existing Customer,48,9042,122,28307,1,3,80K-120K
Existing Customer,47,8444,100,2430,3,3,40K-60K
Existing Customer,49,8609,109,7650,3,2,120K+
Existing Customer,47,9277,92,6443,2,1,40K-60K
Existing Customer,47,8963,105,13356,2,1,80K-120K
Existing Customer,56,8037,100,4675,1,2,120K+
Existing Customer,61,7037,82,2177,1,1,40K-60K
Existing Customer,45,8007,96,34516,3,1,120K+
Existing Customer,49,8220,103,2821,3,3,Lessthan40K
Existing Customer,44,7986,88,6769,2,3,Lessthan40K
Attrited Customer,50,5547,75,34516,3,2,80K-120K
Existing Customer,51,8879,101,30172,3,2,120K+
Existing Customer,44,9081,100,7742,3,1,Lessthan40K
Existing Customer,46,9185,100,11814,1,1,80K-120K
Existing Customer,41,7523,90,28687,1,3,80K-120K
Existing Customer,51,8305,103,25653,3,3,60K-80K
Existing Customer,52,8226,97,4705,1,2,40K-60K
Existing Customer,39,8327,85,19150,3,1,80K-120K
Existing Customer,38,7885,85,34516,2,3,60K-80K
Existing Customer,51,8914,99,11765,3,1,80K-120K
Existing Customer,41,7996,99,16627,3,3,80K-120K
Existing Customer,43,8751,94,13553,1,3,60K-80K
Existing Customer,40,8110,113,11476,3,1,60K-80K
Existing Customer,58,7960,112,5182,3,1,80K-120K
Attrited Customer,44,4909,52,23026,3,4,60K-80K
Existing Customer,48,8695,95,18477,2,1,60K-80K
Attrited Customer,49,3315,47,29890,3,2,80K-120K
Existing Customer,48,8980,93,8290,1,2,60K-80K
Existing Customer,44,8150,106,16199,1,2,40K-60K
Existing Customer,54,8554,99,3723,3,3,Unknown
Existing Customer,45,8328,94,12695,1,3,Lessthan40K
Attrited Customer,54,3901,54,34516,2,2,Unknown
Existing Customer,46,9059,100,30379,1,1,60K-80K
Existing Customer,37,8920,105,9875,2,3,40K-60K
Existing Customer,41,8888,104,34516,1,2,60K-80K
Existing Customer,43,8804,111,2600,3,3,60K-80K
Existing Customer,39,9179,113,34516,3,2,80K-120K
Attrited Customer,61,5272,62,12218,3,2,60K-80K
Existing Customer,51,8736,97,34516,2,1,80K-120K
Existing Customer,48,9105,104,21754,2,2,40K-60K
Existing Customer,46,8329,101,8396,1,0,60K-80K
Existing Customer,39,8438,92,15987,2,3,Lessthan40K
Existing Customer,55,8285,106,12094,2,3,Lessthan40K
Existing Customer,44,8553,88,2946,1,3,60K-80K
Existing Customer,48,8379,106,17812,3,2,40K-60K
Existing Customer,46,9406,106,13743,3,3,40K-60K
Existing Customer,39,8646,97,23981,3,3,40K-60K
Existing Customer,45,8097,105,15785,2,2,40K-60K
Attrited Customer,43,5372,75,3015,3,1,Lessthan40K
Existing Customer,40,8443,97,19000,2,2,40K-60K
Attrited Customer,49,5366,68,11714,3,2,120K+
Existing Customer,39,8777,112,11135,2,2,40K-60K
Existing Customer,47,8582,106,34516,1,1,60K-80K
Existing Customer,42,8502,103,34516,1,3,80K-120K
Existing Customer,44,8998,102,13259,1,3,Lessthan40K
Existing Customer,47,7867,100,5660,3,1,80K-120K
Existing Customer,63,8634,95,23355,3,3,60K-80K
Existing Customer,49,8888,103,20734,5,3,80K-120K
Existing Customer,43,8785,111,2476,1,3,40K-60K
Existing Customer,55,8765,105,34516,2,3,120K+
Attrited Customer,46,5537,63,7552,3,3,Lessthan40K
Existing Customer,42,8217,99,14630,1,1,Lessthan40K
Attrited Customer,43,4866,56,6080,3,2,40K-60K
Attrited Customer,51,5524,67,28605,3,3,80K-120K
Attrited Customer,49,5481,58,2886,2,2,80K-120K
Attrited Customer,51,5418,65,34516,3,3,Unknown
Existing Customer,31,13794,127,10850,2,1,Lessthan40K
Existing Customer,43,8074,84,24244,1,2,80K-120K
Existing Customer,59,7971,97,17218,3,2,60K-80K
Existing Customer,41,14771,127,14746,3,1,Unknown
Existing Customer,53,8938,114,34516,1,1,120K+
Existing Customer,39,8271,94,34458,1,3,80K-120K
Existing Customer,57,8596,102,34516,2,1,120K+
Existing Customer,60,7699,101,9369,3,3,40K-60K
Existing Customer,51,8438,100,22741,2,3,80K-120K
Attrited Customer,46,5290,69,9110,3,3,40K-60K
Existing Customer,45,8773,105,34516,2,1,60K-80K
Existing Customer,41,8838,97,17277,2,1,60K-80K
Existing Customer,56,8766,78,34516,2,2,120K+
Existing Customer,39,8360,94,33565,2,3,Unknown
Existing Customer,49,8255,86,20176,3,1,40K-60K
Existing Customer,45,9497,106,3751,3,1,40K-60K
Existing Customer,47,8852,95,2519,1,2,Lessthan40K
Attrited Customer,50,5468,71,13067,3,3,40K-60K
Attrited Customer,45,5529,78,3399,2,2,40K-60K
Existing Customer,45,8135,97,11529,3,3,40K-60K
Existing Customer,40,9523,105,8694,3,2,Lessthan40K
Existing Customer,52,9065,85,6616,3,3,Lessthan40K
Existing Customer,51,14373,97,11467,2,2,40K-60K
Existing Customer,44,8927,103,15821,3,0,80K-120K
Existing Customer,56,8416,93,34516,3,2,Unknown
Existing Customer,30,13173,96,15795,3,3,60K-80K
Attrited Customer,62,5470,72,3109,2,1,Lessthan40K
Existing Customer,47,8210,100,8837,2,2,Lessthan40K
Existing Customer,42,13363,99,6551,1,3,Lessthan40K
Existing Customer,52,9339,99,2540,2,2,40K-60K
Existing Customer,46,8033,94,8110,3,1,Unknown
Existing Customer,54,12956,97,6146,3,1,Unknown
Attrited Customer,58,2562,38,2236,1,2,60K-80K
Attrited Customer,34,3922,51,3711,2,2,80K-120K
Attrited Customer,43,3423,48,2082,2,3,Lessthan40K
Existing Customer,49,15139,90,9959,2,3,80K-120K
Existing Customer,55,8295,113,18980,2,3,60K-80K
Existing Customer,47,14132,103,15472,2,2,40K-60K
Existing Customer,50,13015,104,21498,3,3,Unknown
Attrited Customer,41,4399,54,2667,3,3,40K-60K
Existing Customer,44,15511,101,4291,2,1,Lessthan40K
Attrited Customer,39,7786,81,3879,2,2,60K-80K
Existing Customer,43,14833,114,12773,3,1,60K-80K
Existing Customer,32,13630,124,6224,1,1,60K-80K
Existing Customer,40,14213,100,9594,2,1,60K-80K
Existing Customer,49,14276,96,12518,2,3,Lessthan40K
Attrited Customer,56,3967,42,2783,2,2,Lessthan40K
Existing Customer,60,14264,118,3773,1,3,Lessthan40K
Existing Customer,41,15423,110,19281,1,1,40K-60K
Attrited Customer,43,4804,57,14806,3,2,Lessthan40K
Existing Customer,32,13400,104,7473,1,1,40K-60K
Existing Customer,47,14965,127,3108,1,2,Lessthan40K
Existing Customer,46,12871,104,34516,3,1,80K-120K
Attrited Customer,41,8646,85,27742,3,4,120K+
Attrited Customer,51,6408,70,14563,2,3,Lessthan40K
Attrited Customer,58,8199,59,10286,3,1,80K-120K
Existing Customer,48,13945,107,7791,3,3,Unknown
Existing Customer,53,15200,118,3733,3,2,Lessthan40K
Existing Customer,52,11603,109,34516,1,2,80K-120K
Existing Customer,45,13820,99,14416,5,2,Lessthan40K
Attrited Customer,41,5603,56,34516,2,3,120K+
Existing Customer,37,12603,106,12033,3,2,Lessthan40K
Existing Customer,44,12478,97,34516,2,1,60K-80K
Attrited Customer,49,6059,71,3243,2,2,Lessthan40K
Existing Customer,32,14334,97,9761,3,2,Lessthan40K
Existing Customer,36,12403,120,5723,3,2,Lessthan40K
Existing Customer,47,14576,110,9947,1,3,Lessthan40K
Existing Customer,49,13324,110,3599,3,2,60K-80K
Existing Customer,58,14465,125,12648,3,1,120K+
Attrited Customer,45,3555,42,4572,2,5,40K-60K
Existing Customer,53,14567,120,4021,2,2,Lessthan40K
Existing Customer,45,12896,100,25601,3,3,80K-120K
Existing Customer,44,13360,97,25428,3,1,80K-120K
Existing Customer,54,13787,121,4216,5,3,40K-60K
Existing Customer,38,13677,122,3140,1,2,40K-60K
Existing Customer,46,13119,104,21161,2,2,60K-80K
Existing Customer,41,15106,91,5877,5,3,Unknown
Existing Customer,48,14084,110,9074,2,2,40K-60K
Existing Customer,53,15078,117,4142,3,2,60K-80K
Existing Customer,39,13670,117,3152,2,2,40K-60K
Attrited Customer,48,7681,71,15987,3,4,Lessthan40K
Existing Customer,41,13719,96,8919,3,2,40K-60K
Existing Customer,54,14603,113,24927,1,3,Unknown
Existing Customer,49,15019,101,3308,1,1,40K-60K
Attrited Customer,61,4041,65,6157,1,2,60K-80K
Existing Customer,41,14954,112,33889,3,2,60K-80K
